"DAUCo","commodity","Year","Mon","Day","DOY","Area","OKc","IKc","CCKc","ETo","Kc","ETc","Pcp","Er","Spg","Espg","SWD","SWDx","FC","PWP","SWC","YT","NA."
18507,"Alfalfa",2014,10,30,303,5168,0.08,0.9,0,2.44,0.9,2.2,0,0,0,0,61.46,122.64,569.98,284.99,508.51,447.33,0
18507,"Alfalfa",2014,10,31,304,5168,0.08,0.9,0,1.29,0.9,1.16,0.07,0.07,0,0,62.56,122.64,569.98,284.99,507.42,447.33,0
18507,"Alfalfa",2014,11,1,305,5168,0.08,0.9,0,1.83,0.9,1.65,5.22,5.22,0,0,58.98,122.64,569.98,284.99,510.99,447.33,0
18507,"Alfalfa",2014,11,2,306,5168,0.08,0.9,0,2.18,0.9,1.96,0,0,0,0,60.94,122.64,569.98,284.99,509.03,447.33,0
18507,"Alfalfa",2014,11,3,307,5168,0.08,0.9,0,1.8,0.9,1.62,0,0,0,0,62.56,122.64,569.98,284.99,507.41,447.33,0
18507,"Alfalfa",2014,11,4,308,5168,0.08,0.9,0,1.75,0.9,1.58,0,0,0,0,64.14,122.64,569.98,284.99,505.84,447.33,0
18507,"Alfalfa",2014,11,5,309,5168,0.08,0.9,0,1.9,0.9,1.71,0,0,0,0,65.85,122.64,569.98,284.99,504.13,447.33,0
18507,"Alfalfa",2014,11,6,310,5168,0.08,0.9,0,1.91,0.9,1.72,0,0,0,0,67.57,122.64,569.98,284.99,502.41,447.33,0
18507,"Alfalfa",2014,11,7,311,5168,0.08,0.9,0,1.94,0.9,1.75,0,0,0,0,69.31,122.64,569.98,284.99,500.66,447.33,0
18507,"Alfalfa",2014,11,8,312,5168,0.08,0.9,0,1.87,0.9,1.68,0,0,0,0,71,122.64,569.98,284.99,498.98,447.33,0
18507,"Alfalfa",2014,11,9,313,5168,0.08,0.9,0,1.83,0.9,1.65,0,0,0,0,72.64,122.64,569.98,284.99,497.33,447.33,0
18507,"Alfalfa",2014,11,10,314,5168,0.08,0.9,0,1.84,0.9,1.66,0,0,0,0,74.3,122.64,569.98,284.99,495.68,447.33,0
18507,"Alfalfa",2014,11,11,315,5168,0.08,0.9,0,1.55,0.9,1.4,0,0,0,0,75.7,122.64,569.98,284.99,494.28,447.33,0
18507,"Alfalfa",2014,11,12,316,5168,0.08,0.9,0,1.54,0.9,1.39,0,0,0,0,77.08,122.64,569.98,284.99,492.9,447.33,0
18507,"Alfalfa",2014,11,13,317,5168,1.18,0.9,0,1.07,1.18,1.26,5.34,5.34,0,0,73,122.64,569.98,284.99,496.98,447.33,0
18507,"Alfalfa",2014,11,14,318,5168,1.17,0.9,0,1.4,1.17,1.64,0.95,0.95,0,0,73.69,122.64,569.98,284.99,496.29,447.33,0
18507,"Alfalfa",2014,11,15,319,5168,1.17,0.9,0,1.34,1.17,1.57,0,0,0,0,75.26,122.64,569.98,284.99,494.72,447.33,0
18507,"Alfalfa",2014,11,16,320,5168,1.16,0.9,0,1.94,1.16,2.26,0.07,0.07,0,0,77.44,122.64,569.98,284.99,492.53,447.33,0
18507,"Alfalfa",2014,11,17,321,5168,1.02,0.9,0,1.79,1.02,1.83,0,0,0,0,79.27,122.64,569.98,284.99,490.71,447.33,0
18507,"Alfalfa",2014,11,18,322,5168,0.94,0.9,0,1.33,0.94,1.25,0,0,0,0,80.52,122.64,569.98,284.99,489.46,447.33,0
18507,"Alfalfa",2014,11,19,323,5168,0.89,0.9,0,1.09,0.9,0.98,0.59,0.59,0,0,80.91,122.64,569.98,284.99,489.07,447.33,0
18507,"Alfalfa",2014,11,20,324,5168,1.19,0.9,0,0.63,1.19,0.75,2.88,2.88,0,0,78.78,122.64,569.98,284.99,491.19,447.33,0
18507,"Alfalfa",2014,11,21,325,5168,1.18,0.9,0,0.9,1.18,1.07,4.27,4.27,0,0,75.58,122.64,569.98,284.99,494.4,447.33,0
18507,"Alfalfa",2014,11,22,326,5168,1.18,0.9,0,1.25,1.18,1.47,0.9,0.9,0,0,76.15,122.64,569.98,284.99,493.83,447.33,0
18507,"Alfalfa",2014,11,23,327,5168,1.16,0.9,0,1.56,1.16,1.81,3.21,3.21,0,0,74.74,122.64,569.98,284.99,495.23,447.33,0
18507,"Alfalfa",2014,11,24,328,5168,1.16,0.9,0,1.39,1.16,1.61,0,0,0,0,76.36,122.64,569.98,284.99,493.62,447.33,0
18507,"Alfalfa",2014,11,25,329,5168,1.16,0.9,0,1.25,1.16,1.46,0,0,0,0,77.81,122.64,569.98,284.99,492.16,447.33,0
18507,"Alfalfa",2014,11,26,330,5168,1.17,0.9,0,1.26,1.17,1.47,0,0,0,0,79.28,122.64,569.98,284.99,490.69,447.33,0
18507,"Alfalfa",2014,11,27,331,5168,1.09,0.9,0,1.19,1.09,1.3,0,0,0,0,80.58,122.64,569.98,284.99,489.4,447.33,0
18507,"Alfalfa",2014,11,28,332,5168,1.01,0.9,0,1.14,1.01,1.15,0,0,0,0,81.72,122.64,569.98,284.99,488.25,447.33,0
18507,"Alfalfa",2014,11,29,333,5168,0.96,0.9,0,0.81,0.96,0.78,0.48,0.48,0,0,82.02,122.64,569.98,284.99,487.95,447.33,0
18507,"Alfalfa",2014,11,30,334,5168,1.19,0.9,0,0.66,1.19,0.79,3.64,3.64,0,0,79.17,122.64,569.98,284.99,490.81,447.33,0
18507,"Alfalfa",2014,12,1,335,5168,1.18,0.9,0,0.96,1.18,1.13,10.55,10.55,0,0,69.75,122.64,569.98,284.99,500.22,447.33,0
18507,"Alfalfa",2014,12,2,336,5168,1.19,0.9,0,0.64,1.19,0.76,10.14,10.14,0,0,60.38,122.64,569.98,284.99,509.6,447.33,0
18507,"Alfalfa",2014,12,3,337,5168,1.17,0.9,0,1.15,1.17,1.35,32.71,32.71,0,0,29.02,122.64,569.98,284.99,540.96,447.33,0
18507,"Alfalfa",2014,12,4,338,5168,1.18,0.9,0,1.1,1.18,1.29,6.73,6.73,0,0,23.58,122.64,569.98,284.99,546.39,447.33,0
18507,"Alfalfa",2014,12,5,339,5168,1.18,0.9,0,0.9,1.18,1.06,0.56,0.56,0,0,24.08,122.64,569.98,284.99,545.89,447.33,0
18507,"Alfalfa",2014,12,6,340,5168,1.18,0.9,0,1.08,1.18,1.27,3.46,3.46,0,0,21.9,122.64,569.98,284.99,548.08,447.33,0
18507,"Alfalfa",2014,12,7,341,5168,1.18,0.9,0,0.73,1.18,0.86,0.14,0.14,0,0,22.62,122.64,569.98,284.99,547.36,447.33,0
18507,"Alfalfa",2014,12,8,342,5168,1.18,0.9,0,0.84,1.18,1,0,0,0,0,23.61,122.64,569.98,284.99,546.36,447.33,0
18507,"Alfalfa",2014,12,9,343,5168,1.19,0.9,0,0.67,1.19,0.8,0,0,0,0,24.41,122.64,569.98,284.99,545.57,447.33,0
18507,"Alfalfa",2014,12,10,344,5168,1.19,0.9,0,0.91,1.19,1.08,0,0,0,0,25.49,122.64,569.98,284.99,544.49,447.33,0
18507,"Alfalfa",2014,12,11,345,5168,1.18,0.9,0,1.28,1.18,1.51,0,0,0,0,27,122.64,569.98,284.99,542.97,447.33,0
18507,"Alfalfa",2014,12,12,346,5168,1.2,0.9,0,0.62,1.2,0.74,67.69,27.74,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,13,347,5168,1.19,0.9,0,0.72,1.19,0.86,1.17,0.86,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,14,348,5168,1.19,0.9,0,0.78,1.19,0.93,0,0,0,0,0.93,122.64,569.98,284.99,569.05,447.33,0
18507,"Alfalfa",2014,12,15,349,5168,1.18,0.9,0,0.98,1.18,1.16,12.1,2.09,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,16,350,5168,1.17,0.9,0,1.22,1.17,1.43,11.08,1.43,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,17,351,5168,1.18,0.9,0,0.95,1.18,1.12,11.26,1.12,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,18,352,5168,1.18,0.9,0,0.97,1.18,1.15,3.99,1.15,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,19,353,5168,1.18,0.9,0,0.84,1.18,0.99,0,0,0,0,0.99,122.64,569.98,284.99,568.98,447.33,0
18507,"Alfalfa",2014,12,20,354,5168,1.19,0.9,0,0.68,1.19,0.81,9.13,1.81,0,0,0,122.64,569.98,284.99,569.98,447.33,0
18507,"Alfalfa",2014,12,21,355,5168,1.19,0.9,0,0.99,1.19,1.17,0.01,0.01,0,0,1.16,122.64,569.98,284.99,568.81,447.33,0
18507,"Alfalfa",2014,12,22,356,5168,1.19,0.9,0,0.78,1.19,0.93,0,0,0,0,2.09,122.64,569.98,284.99,567.89,447.33,0
18507,"Alfalfa",2014,12,23,357,5168,1.19,0.9,0,0.75,1.19,0.89,0,0,0,0,2.98,122.64,569.98,284.99,566.99,447.33,0
18507,"Alfalfa",2014,12,24,358,5168,1.19,0.9,0,0.96,1.19,1.14,0,0,0,0,4.12,122.64,569.98,284.99,565.85,447.33,0
18507,"Alfalfa",2014,12,25,359,5168,1.14,0.9,0,1.94,1.14,2.22,0.81,0.81,0,0,5.53,122.64,569.98,284.99,564.45,447.33,0
18507,"Alfalfa",2014,12,26,360,5168,1.01,0.9,0,1.7,1.01,1.72,0,0,0,0,7.24,122.64,569.98,284.99,562.73,447.33,0
18507,"Alfalfa",2014,12,27,361,5168,0.96,0.9,0,0.76,0.96,0.73,0,0,0,0,7.98,122.64,569.98,284.99,562,447.33,0
18507,"Alfalfa",2014,12,28,362,5168,0.93,0.9,0,0.75,0.93,0.69,0,0,0,0,8.67,122.64,569.98,284.99,561.3,447.33,0
18507,"Alfalfa",2014,12,29,363,5168,0.9,0.9,0,0.55,0.9,0.5,0,0,0,0,9.17,122.64,569.98,284.99,560.81,447.33,0
18507,"Alfalfa",2014,12,30,364,5168,0.8,0.9,0,2.45,0.9,2.21,0,0,0,0,11.37,122.64,569.98,284.99,558.6,447.33,0
18507,"Alfalfa",2014,12,31,365,5168,0.73,0.9,0,2.6,0.9,2.34,0,0,0,0,13.71,122.64,569.98,284.99,556.26,447.33,0
18507,"Alfalfa",2015,1,1,1,5168,0.71,0.9,0,0.96,0.9,0.86,0,0,0,0,14.58,119.72,569.98,284.99,555.4,450.26,0
18507,"Alfalfa",2015,1,2,2,5168,0.69,0.9,0,0.89,0.9,0.8,0,0,0,0,15.38,119.72,569.98,284.99,554.6,450.26,0
18507,"Alfalfa",2015,1,3,3,5168,0.67,0.9,0,0.88,0.9,0.79,0,0,0,0,16.17,119.72,569.98,284.99,553.81,450.26,0
18507,"Alfalfa",2015,1,4,4,5168,0.65,0.9,0,0.99,0.9,0.89,0,0,0,0,17.06,119.72,569.98,284.99,552.92,450.26,0
18507,"Alfalfa",2015,1,5,5,5168,0.64,0.9,0,0.96,0.9,0.86,0,0,0,0,17.92,119.72,569.98,284.99,552.05,450.26,0
18507,"Alfalfa",2015,1,6,6,5168,0.62,0.9,0,1.23,0.9,1.11,0,0,0,0,19.03,119.72,569.98,284.99,550.95,450.26,0
18507,"Alfalfa",2015,1,7,7,5168,0.6,0.9,0,1.21,0.9,1.09,0,0,0,0,20.12,119.72,569.98,284.99,549.86,450.26,0
18507,"Alfalfa",2015,1,8,8,5168,0.59,0.9,0,1.01,0.9,0.91,0,0,0,0,21.03,119.72,569.98,284.99,548.95,450.26,0
18507,"Alfalfa",2015,1,9,9,5168,0.58,0.9,0,0.89,0.9,0.8,0,0,0,0,21.83,119.72,569.98,284.99,548.15,450.26,0
18507,"Alfalfa",2015,1,10,10,5168,0.56,0.9,0,1.01,0.9,0.91,0,0,0,0,22.74,119.72,569.98,284.99,547.24,450.26,0
18507,"Alfalfa",2015,1,11,11,5168,0.56,0.9,0,0.85,0.9,0.77,0,0,0,0,23.5,119.72,569.98,284.99,546.47,450.26,0
18507,"Alfalfa",2015,1,12,12,5168,0.54,0.9,0,0.99,0.9,0.89,0,0,0,0,24.39,119.72,569.98,284.99,545.58,450.26,0
18507,"Alfalfa",2015,1,13,13,5168,0.53,0.9,0,1.06,0.9,0.95,0,0,0,0,25.35,119.72,569.98,284.99,544.63,450.26,0
18507,"Alfalfa",2015,1,14,14,5168,0.53,0.9,0,0.61,0.9,0.55,0,0,0,0,25.9,119.72,569.98,284.99,544.08,450.26,0
18507,"Alfalfa",2015,1,15,15,5168,0.52,0.9,0,0.65,0.9,0.59,0,0,0,0,26.48,119.72,569.98,284.99,543.49,450.26,0
18507,"Alfalfa",2015,1,16,16,5168,0.52,0.9,0,0.57,0.9,0.51,0,0,0,0,27,119.72,569.98,284.99,542.98,450.26,0
18507,"Alfalfa",2015,1,17,17,5168,0.51,0.9,0,0.51,0.9,0.46,0,0,0,0,27.45,119.72,569.98,284.99,542.52,450.26,0
18507,"Alfalfa",2015,1,18,18,5168,0.51,0.9,0,0.61,0.9,0.55,0,0,0,0,28,119.72,569.98,284.99,541.97,450.26,0
18507,"Alfalfa",2015,1,19,19,5168,0.5,0.9,0,0.58,0.9,0.52,0.17,0.17,0,0,28.36,119.72,569.98,284.99,541.62,450.26,0
18507,"Alfalfa",2015,1,20,20,5168,0.5,0.9,0,0.8,0.9,0.72,0,0,0,0,29.08,119.72,569.98,284.99,540.9,450.26,0
18507,"Alfalfa",2015,1,21,21,5168,0.49,0.9,0,1.03,0.9,0.93,0,0,0,0,30,119.72,569.98,284.99,539.97,450.26,0
18507,"Alfalfa",2015,1,22,22,5168,0.49,0.9,0,0.69,0.9,0.62,0,0,0,0,30.62,119.72,569.98,284.99,539.35,450.26,0
18507,"Alfalfa",2015,1,23,23,5168,0.48,0.9,0,0.99,0.9,0.89,0,0,0,0,31.51,119.72,569.98,284.99,538.46,450.26,0
18507,"Alfalfa",2015,1,24,24,5168,0.47,0.9,0,0.91,0.9,0.82,0,0,0,0,32.33,119.72,569.98,284.99,537.64,450.26,0
18507,"Alfalfa",2015,1,25,25,5168,0.47,0.9,0,1.02,0.9,0.92,0,0,0,0,33.25,119.72,569.98,284.99,536.72,450.26,0
18507,"Alfalfa",2015,1,26,26,5168,0.46,0.9,0,1.21,0.9,1.09,0,0,0,0,34.34,119.72,569.98,284.99,535.64,450.26,0
18507,"Alfalfa",2015,1,27,27,5168,0.45,0.9,0,1.16,0.9,1.04,0,0,0,0,35.38,119.72,569.98,284.99,534.59,450.26,0
18507,"Alfalfa",2015,1,28,28,5168,0.44,0.9,0,1.45,0.9,1.31,0,0,0,0,36.69,119.72,569.98,284.99,533.29,450.26,0
18507,"Alfalfa",2015,1,29,29,5168,0.44,0.9,0,1.38,0.9,1.24,0,0,0,0,37.93,119.72,569.98,284.99,532.04,450.26,0
18507,"Alfalfa",2015,1,30,30,5168,0.43,0.9,0,1.73,0.9,1.56,0,0,0,0,39.49,119.72,569.98,284.99,530.49,450.26,0
18507,"Alfalfa",2015,1,31,31,5168,0.41,0.9,0,3.06,0.9,2.75,0,0,0,0,42.24,119.72,569.98,284.99,527.73,450.26,0
18507,"Alfalfa",2015,2,1,32,5168,0.41,0.9,0,1.51,0.9,1.36,0,0,0,0,43.6,119.72,569.98,284.99,526.37,450.26,0
18507,"Alfalfa",2015,2,2,33,5168,0.4,0.9,0,1.52,0.9,1.37,0,0,0,0,44.97,119.72,569.98,284.99,525.01,450.26,0
18507,"Alfalfa",2015,2,3,34,5168,0.39,0.9,0,1.6,0.9,1.44,0,0,0,0,46.41,119.72,569.98,284.99,523.57,450.26,0
18507,"Alfalfa",2015,2,4,35,5168,0.39,0.9,0,1.34,0.9,1.21,0,0,0,0,47.62,119.72,569.98,284.99,522.36,450.26,0
18507,"Alfalfa",2015,2,5,36,5168,0.38,0.9,0,1.02,0.9,0.92,0,0,0,0,48.53,119.72,569.98,284.99,521.44,450.26,0
18507,"Alfalfa",2015,2,6,37,5168,1.13,0.9,0,2.15,1.13,2.44,6,6,0,0,44.97,119.72,569.98,284.99,525,450.26,0
18507,"Alfalfa",2015,2,7,38,5168,1.16,0.9,0,1.45,1.16,1.68,12.31,12.31,0,0,34.35,119.72,569.98,284.99,535.63,450.26,0
18507,"Alfalfa",2015,2,8,39,5168,1.16,0.9,0,1.48,1.16,1.72,13.84,13.84,0,0,22.22,119.72,569.98,284.99,547.75,450.26,0
18507,"Alfalfa",2015,2,9,40,5168,1.14,0.9,0,2.07,1.14,2.35,11.18,11.18,0,0,13.4,119.72,569.98,284.99,556.58,450.26,0
18507,"Alfalfa",2015,2,10,41,5168,1.14,0.9,0,1.86,1.14,2.12,0,0,0,0,15.52,119.72,569.98,284.99,554.45,450.26,0
18507,"Alfalfa",2015,2,11,42,5168,1.15,0.9,0,1.69,1.15,1.94,0,0,0,0,17.46,119.72,569.98,284.99,552.52,450.26,0
18507,"Alfalfa",2015,2,12,43,5168,1.01,0.9,0,2.01,1.01,2.02,0,0,0,0,19.48,119.72,569.98,284.99,550.5,450.26,0
18507,"Alfalfa",2015,2,13,44,5168,0.89,0.9,0,2.06,0.9,1.85,0,0,0,0,21.33,119.72,569.98,284.99,548.64,450.26,0
18507,"Alfalfa",2015,2,14,45,5168,0.81,0.9,0,2.19,0.9,1.97,0,0,0,0,23.3,119.72,569.98,284.99,546.67,450.26,0
18507,"Alfalfa",2015,2,15,46,5168,0.74,0.9,0,2.1,0.9,1.89,0,0,0,0,25.19,119.72,569.98,284.99,544.78,450.26,0
18507,"Alfalfa",2015,2,16,47,5168,0.69,0.9,0,2.08,0.9,1.87,0,0,0,0,27.07,119.72,569.98,284.99,542.91,450.26,0
18507,"Alfalfa",2015,2,17,48,5168,0.66,0.9,0,1.79,0.9,1.61,0,0,0,0,28.68,119.72,569.98,284.99,541.3,450.26,0
18507,"Alfalfa",2015,2,18,49,5168,0.63,0.9,0,1.77,0.9,1.59,0,0,0,0,30.27,119.72,569.98,284.99,539.71,450.26,0
18507,"Alfalfa",2015,2,19,50,5168,0.61,0.9,0,1.04,0.9,0.94,0,0,0,0,31.21,119.72,569.98,284.99,538.77,450.26,0
18507,"Alfalfa",2015,2,20,51,5168,0.59,0.9,0,1.91,0.9,1.72,0,0,0,0,32.93,119.72,569.98,284.99,537.05,450.26,0
18507,"Alfalfa",2015,2,21,52,5168,0.56,0.9,0,1.73,0.9,1.56,0,0,0,0,34.48,119.72,569.98,284.99,535.49,450.26,0
18507,"Alfalfa",2015,2,22,53,5168,0.53,0.9,0,3.17,0.9,2.85,0,0,0,0,37.34,119.72,569.98,284.99,532.64,450.26,0
18507,"Alfalfa",2015,2,23,54,5168,0.5,0.9,0,3.74,0.9,3.37,0,0,0,0,40.7,119.72,569.98,284.99,529.27,450.26,0
18507,"Alfalfa",2015,2,24,55,5168,0.48,0.9,0,2.72,0.9,2.45,0,0,0,0,43.15,119.72,569.98,284.99,526.83,450.26,0
18507,"Alfalfa",2015,2,25,56,5168,0.46,0.9,0,2.16,0.9,1.94,0,0,0,0,45.09,119.72,569.98,284.99,524.88,450.26,0
18507,"Alfalfa",2015,2,26,57,5168,0.44,0.9,0,2.91,0.9,2.62,0,0,0,0,47.71,119.72,569.98,284.99,522.26,450.26,0
18507,"Alfalfa",2015,2,27,58,5168,0.43,0.9,0,2.89,0.9,2.6,0,0,0,0,50.31,119.72,569.98,284.99,519.66,450.26,0
18507,"Alfalfa",2015,2,28,59,5168,0.42,0.9,0,2.1,0.9,1.89,0,0,0,0,52.2,119.72,569.98,284.99,517.77,450.26,0
18507,"Alfalfa",2015,3,1,60,5168,0.41,0.9,0,2.54,0.9,2.29,0,0,0,0,54.49,119.72,569.98,284.99,515.49,450.26,0
18507,"Alfalfa",2015,3,2,61,5168,0.4,0.9,0,2.2,0.9,1.98,0,0,0,0,56.47,119.72,569.98,284.99,513.51,450.26,0
18507,"Alfalfa",2015,3,3,62,5168,0.39,0.9,0,2.5,0.9,2.25,0.31,0.31,0,0,58.41,119.72,569.98,284.99,511.57,450.26,0
18507,"Alfalfa",2015,3,4,63,5168,0.38,0.9,0,2.61,0.9,2.35,0,0,0,0,60.76,119.72,569.98,284.99,509.22,450.26,0
18507,"Alfalfa",2015,3,5,64,5168,0.37,0.9,0,2.81,0.9,2.53,0,0,0,0,63.29,119.72,569.98,284.99,506.69,450.26,0
18507,"Alfalfa",2015,3,6,65,5168,0.36,0.9,0,2.99,0.9,2.69,0,0,0,0,65.98,119.72,569.98,284.99,504,450.26,0
18507,"Alfalfa",2015,3,7,66,5168,0.35,0.9,0,2.86,0.9,2.57,0,0,0,0,68.55,119.72,569.98,284.99,501.42,450.26,0
18507,"Alfalfa",2015,3,8,67,5168,0.34,0.9,0,2.91,0.9,2.62,0,0,0,0,71.17,119.72,569.98,284.99,498.8,450.26,0
18507,"Alfalfa",2015,3,9,68,5168,0.33,0.9,0,2.86,0.9,2.57,0,0,0,0,73.75,119.72,569.98,284.99,496.23,450.26,0
18507,"Alfalfa",2015,3,10,69,5168,0.33,0.9,0,2.39,0.9,2.15,0,0,0,0,75.9,119.72,569.98,284.99,494.08,450.26,0
18507,"Alfalfa",2015,3,11,70,5168,1.13,0.9,0,2.24,1.13,2.53,2.67,2.67,0,0,75.76,119.72,569.98,284.99,494.22,450.26,0
18507,"Alfalfa",2015,3,12,71,5168,1.11,0.9,0,3.32,1.11,3.68,2.08,2.08,0,0,77.36,119.72,569.98,284.99,492.62,450.26,0
18507,"Alfalfa",2015,3,13,72,5168,0.93,0.9,0,3.03,0.93,2.83,0,0,0,0,80.19,119.72,569.98,284.99,489.79,450.26,0
18507,"Alfalfa",2015,3,14,73,5168,0.79,0.9,0,3.33,0.9,3,0,0,0,0,83.18,119.72,569.98,284.99,486.79,450.26,0
18507,"Alfalfa",2015,3,15,74,5168,0.69,0.9,0,3.77,0.9,3.39,0,0,0,0,86.58,119.72,569.98,284.99,483.4,450.26,0
18507,"Alfalfa",2015,3,16,75,5168,0.64,0.9,0,2.61,0.9,2.35,0,0,0,0,88.93,119.72,569.98,284.99,481.05,450.26,0
18507,"Alfalfa",2015,3,17,76,5168,0.58,0.9,0,3.59,0.9,3.23,0,0,0,0,92.16,119.72,569.98,284.99,477.82,450.26,0
18507,"Alfalfa",2015,3,18,77,5168,0.54,0.9,0,3.75,0.9,3.38,1.28,1.28,0,0,94.25,119.72,569.98,284.99,475.72,450.26,0
18507,"Alfalfa",2015,3,19,78,5168,0.5,0.9,0,3.78,0.9,3.4,0,0,0,0,97.65,119.72,569.98,284.99,472.32,450.26,0
18507,"Alfalfa",2015,3,20,79,5168,0.48,0.9,0,3.08,0.9,2.77,0,0,0,0,100.43,119.72,569.98,284.99,469.55,450.26,0
18507,"Alfalfa",2015,3,21,80,5168,0.45,0.9,0,3.5,0.9,3.15,0,0,0,0,103.58,119.72,569.98,284.99,466.4,450.26,0
18507,"Alfalfa",2015,3,22,81,5168,0.43,0.9,0,3.12,0.9,2.81,0,0,0,0,106.38,119.72,569.98,284.99,463.59,450.26,0
